"NIH Spending Categorization","Project Terms","Project Title","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","Occupational Safety and Health Training Project Grant","NIOSH","9331354","6/28/2017 12:00:00 AM","PAR-15-352","5T03OH008607-13","5","T03","OH","008607","13"," ","MAPLES, ELIZABETH","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-DYB(03)"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Other","2017","134370"," ","NIOSH","134074","10726"," ","134370",
"No NIH Category available"," ","Occupational Safety and Health Training Project Grant","NIOSH","8717435","7/22/2014 12:00:00 AM","PAR-10-288","5T03OH008607-10","5","T03","OH","008607","10"," ","SANDERSON, LEE M","7/1/2006 12:00:00 AM","6/30/2016 12:00:00 AM","ZOH1-BBK(51)R"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2014 12:00:00 AM","6/30/2015 12:00:00 AM","262","Other","2014","134370"," ","NIOSH","124417","9953"," ","134370",
"No NIH Category available"," ","Occupational Safety and Health Training Project Grant","NIOSH","9518450","6/21/2018 12:00:00 AM","PAR-15-352","5T03OH008607-14","5","T03","OH","008607","14"," "," ","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-DYB(03)"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","957","Other","2018","134370"," ","NIOSH"," "," "," ","134370",
"No NIH Category available"," ","Occupational Safety and Health Training Project Grant","NIOSH","8896339","5/28/2015 12:00:00 AM","PAR-10-288","5T03OH008607-11","5","T03","OH","008607","11"," ","MAPLES, ELIZABETH","7/1/2006 12:00:00 AM","6/30/2016 12:00:00 AM","ZOH1-BBK(51)R"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2015 12:00:00 AM","6/30/2016 12:00:00 AM","262","Other","2015","72916"," ","NIOSH","62963","9953"," ","72916",
"No NIH Category available"," ","Isocyanate Skin and Air Exposure:  Assessment and Control","NIOSH","7735514","8/21/2009 12:00:00 AM","PA-07-070","1R01OH009375-01A2","1","R01","OH","009375","01","A","KARR, JOAN","9/1/2009 12:00:00 AM","8/31/2013 12:00:00 AM","SOH"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2010 12:00:00 AM","262","Non-SBIR/STTR","2009","424376"," ","NIOSH"," "," "," ","424376",
"No NIH Category available"," ","Isocyanate Skin and Air Exposure:  Assessment and Control","NIOSH","8097994","6/23/2011 12:00:00 AM","PA-07-070","5R01OH009375-03","5","R01","OH","009375","03"," ","FREDERICK, LINDA J","9/1/2009 12:00:00 AM","8/31/2013 12:00:00 AM","SOH"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","9/1/2011 12:00:00 AM","8/31/2012 12:00:00 AM","262","Non-SBIR/STTR","2011","391685"," ","NIOSH"," "," "," ","391685",
"No NIH Category available"," ","Occupational Safety and Health Training Project Grant","NIOSH","9914869","6/22/2020 12:00:00 AM","PAR-15-352","5T03OH008607-16","5","T03","OH","008607","16"," ","MAPLES, ELIZABETH","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-DYB(03)"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2020","134370"," ","NIOSH"," "," "," ","134370",
"No NIH Category available"," ","Occupational Safety and Health Training Project Grant","NIOSH","9732378","4/11/2019 12:00:00 AM","PAR-15-352","5T03OH008607-15","5","T03","OH","008607","15"," "," ","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-DYB(03)"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","134370"," ","NIOSH"," "," "," ","134370",
"No NIH Category available"," ","Isocyanate Skin and Air Exposure:  Assessment and Control","NIOSH","7921387","6/18/2010 12:00:00 AM","PA-07-070","5R01OH009375-02","5","R01","OH","009375","02"," ","KUMAR, LATA","9/1/2009 12:00:00 AM","8/31/2013 12:00:00 AM","SOH"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","9/1/2010 12:00:00 AM","8/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","408000"," ","NIOSH"," "," "," ","408000",
"No NIH Category available"," ","Isocyanate Skin and Air Exposure:  Assessment and Control","NIOSH","8288619","7/9/2012 12:00:00 AM","PA-07-070","5R01OH009375-04","5","R01","OH","009375","04"," ","FREDERICK, LINDA J","9/1/2009 12:00:00 AM","2/28/2015 12:00:00 AM","SOH"," ","1915455","REDLICH, CARRIE A","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","9/1/2012 12:00:00 AM","2/28/2015 12:00:00 AM","262","Non-SBIR/STTR","2012","407672"," ","NIOSH","276768","130904"," ","407672",
"No NIH Category available"," ","Farm Theater: A Novel Safety Strategy Approach for Agricultural Communities","NIOSH","8749504","9/5/2014 12:00:00 AM","PAR-13-129","1R01OH010666-01","1","R01","OH","010666","01"," ","FREDERICK, LINDA J","9/1/2014 12:00:00 AM","8/31/2018 12:00:00 AM","SOH-1"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","191995"," ","NIOSH","130730","61265"," ","191995",
"No NIH Category available"," ","Refinement and Enhancement of Agricultural Safety Curricula for Children (REACCH)","NIOSH","7631269","6/8/2009 12:00:00 AM","RFA-OH-07-002","5R01OH009197-03","5","R01","OH","009197","03"," ","POTULA, VIJI","8/1/2007 12:00:00 AM","7/31/2012 12:00:00 AM","ZOH1-SBO(50)R"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2012 12:00:00 AM","262","Non-SBIR/STTR","2009","352037"," ","NIOSH"," "," "," ","352037",
"No NIH Category available"," ","Farm Theater: A Novel Safety Strategy Approach for Agricultural Communities","NIOSH","9293140","4/27/2017 12:00:00 AM","PAR-13-129","5R01OH010666-04","5","R01","OH","010666","04"," ","CHIOU, SHARON","9/1/2014 12:00:00 AM","8/31/2018 12:00:00 AM","SOH-1"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","9/1/2017 12:00:00 AM","8/31/2018 12:00:00 AM","262","Non-SBIR/STTR","2017","344187"," ","NIOSH","291283","52904"," ","344187",
"No NIH Category available"," ","Farm Theater: A Novel Safety Strategy Approach for Agricultural Communities","NIOSH","8922825","7/13/2015 12:00:00 AM","PAR-13-129","5R01OH010666-02","5","R01","OH","010666","02"," ","KARR, JOAN","9/1/2014 12:00:00 AM","8/31/2018 12:00:00 AM","SOH-1"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2016 12:00:00 AM","262","Non-SBIR/STTR","2015","308274"," ","NIOSH","293082","75933"," ","308274",
"No NIH Category available"," ","Refinement and Enhancement of Agricultural Safety Curricula for Children (REACCH)","NIOSH","7490592","5/30/2008 12:00:00 AM","RFA-OH-07-002","5R01OH009197-02","5","R01","OH","009197","02"," ","ROBISON, WILLIAM","8/1/2007 12:00:00 AM","7/31/2010 12:00:00 AM","ZOH1-SBO(50)R"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","8/1/2008 12:00:00 AM","7/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","348050"," ","NIOSH"," "," "," ","348050",
"No NIH Category available"," ","Strategies for Safety of Older Adult Farmers","NIOSH","8133328","6/17/2011 12:00:00 AM","PAR-09-139","5R21OH009494-02","5","R21","OH","009494","02"," ","SANDERSON, LEE M","8/1/2010 12:00:00 AM","7/31/2013 12:00:00 AM","SOH"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","8/1/2011 12:00:00 AM","7/31/2013 12:00:00 AM","262","Non-SBIR/STTR","2011","188129"," ","NIOSH"," "," "," ","188129",
"No NIH Category available"," ","Refinement and Enhancement of Agricultural Safety Curricula for Children (REACCH)","NIOSH","7278448","8/24/2007 12:00:00 AM","RFA-OH-07-002","1R01OH009197-01","1","R01","OH","009197","01"," ","ROBISON, WILLIAM","8/1/2007 12:00:00 AM","7/31/2010 12:00:00 AM","ZOH1-SBO(50)R"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","8/1/2007 12:00:00 AM","7/31/2008 12:00:00 AM","262","Non-SBIR/STTR","2007","370949"," ","NIOSH"," "," "," ","370949",
"No NIH Category available"," ","Farm Theater: A Novel Safety Strategy Approach for Agricultural Communities","NIOSH","9110035","6/8/2016 12:00:00 AM","PAR-13-129","5R01OH010666-03","5","R01","OH","010666","03"," ","CHIOU, SHARON","9/1/2014 12:00:00 AM","8/31/2018 12:00:00 AM","SOH-1"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2016","386728"," ","NIOSH","403836","85717"," ","386728",
"No NIH Category available"," ","Strategies for Safety of Older Adult Farmers","NIOSH","7990340","8/19/2010 12:00:00 AM","PAR-09-139","1R21OH009494-01A1","1","R21","OH","009494","01","A","KUCHINSKI, BERNADINE","8/1/2010 12:00:00 AM","7/31/2012 12:00:00 AM","SOH"," ","8431098","REED, DEBORAH BAKER","Not Applicable","06","NONE","939017877","US","38.042307","-84.458748","2793601","UNIVERSITY OF KENTUCKY","LEXINGTON","KY","SCHOOLS OF NURSING","405260001","UNITED STATES","N","8/1/2010 12:00:00 AM","7/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","182118"," ","NIOSH"," "," "," ","182118",
"No NIH Category available"," ","Development of Guidelines and Assessment Tools for Truck Ingress/Egress","NIOSH","7472404","7/25/2008 12:00:00 AM","RFA-OH-07-001","5R01OH009153-02","5","R01","OH","009153","02"," ","KARR, JOAN","8/1/2007 12:00:00 AM","7/31/2010 12:00:00 AM","ZOH1-GGB(50)R"," ","8695681","REED, MATTHEW P","Not Applicable","12","MISCELLANEOUS","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","ORGANIZED RESEARCH UNITS","481091276","UNITED STATES","N","8/1/2008 12:00:00 AM","7/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","304000"," ","NIOSH"," "," "," ","304000",
"No NIH Category available"," ","Development of Guidelines and Assessment Tools for Truck Ingress/Egress","NIOSH","7269043","7/16/2007 12:00:00 AM","RFA-OH-07-001","1R01OH009153-01","1","R01","OH","009153","01"," ","ROBISON, WILLIAM","8/1/2007 12:00:00 AM","7/31/2010 12:00:00 AM","ZOH1-GGB(50)R"," ","8695681","REED, MATTHEW P","Not Applicable","12","NONE","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN","ANN ARBOR","MI","ORGANIZED RESEARCH UNITS","481091276","UNITED STATES","N","8/1/2007 12:00:00 AM","7/31/2008 12:00:00 AM","262","Non-SBIR/STTR","2007","304000"," ","NIOSH"," "," "," ","304000",
"No NIH Category available"," ","Development of Guidelines and Assessment Tools for Truck Ingress/Egress","NIOSH","7665346","7/6/2009 12:00:00 AM","RFA-OH-07-001","5R01OH009153-03","5","R01","OH","009153","03"," ","SANDERSON, LEE M","8/1/2007 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-GGB(50)R"," ","8695681","REED, MATTHEW P","Not Applicable","12","MISCELLANEOUS","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","ORGANIZED RESEARCH UNITS","481091276","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2009","304000"," ","NIOSH"," "," "," ","304000",
"No NIH Category available"," ","Uncontrolled Lower Respiratory Symptoms in the WTC Survivor Program","NIOSH","8598648","7/3/2013 12:00:00 AM","PAR-12-126","1U01OH010404-01A1","1","U01","OH","010404","01","A","KUBALE, TRAVIS","7/1/2013 12:00:00 AM","6/30/2016 12:00:00 AM","ZOH1-NXT(50)"," ","1871028","REIBMAN, JOAN ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2013 12:00:00 AM","6/30/2014 12:00:00 AM","262","Non-SBIR/STTR","2013","334650"," ","NIOSH","156864","177786"," ","334650",
"No NIH Category available"," ","WORLD TRADE CENTER NON-RESPONDER PROGRAM NEW YORK CITY HEALTH AND HOSPITALS CORPO","NIOSH","7932258","9/15/2010 12:00:00 AM","RFA-OH-08-801","5E11OH009630-03","5","E11","OH","009630","03"," ","FLEMING, ROY M","9/29/2008 12:00:00 AM","9/28/2011 12:00:00 AM","ZOH1-GGB(50)2"," ","1871028","REIBMAN, JOAN ","Not Applicable","07","Unavailable","064961261","US","40.70646","-74.005726","5927101","NEW YORK CITY HEALTH & HOSPITALS CORP","NEW YORK","NY","Other Domestic Non-Profits","100134006","UNITED STATES","N","9/29/2010 12:00:00 AM","9/28/2011 12:00:00 AM","262","Other","2010","10000000"," ","NIOSH"," "," "," ","10000000",
"No NIH Category available"," ","WORLD TRADE CENTER NON-RESPONDER PROGRAM NEW YORK CITY HEALTH AND HOSPITALS CORPO","NIOSH","7695577","9/10/2009 12:00:00 AM","RFA-OH-08-801","5E11OH009630-02","5","E11","OH","009630","02"," ","FLEMING, ROY M","9/29/2008 12:00:00 AM","9/28/2011 12:00:00 AM","ZOH1-GGB(50)2"," ","1871028","REIBMAN, JOAN ","Not Applicable","07","Unavailable","064961261","US","40.70646","-74.005726","5927101","NEW YORK CITY HEALTH & HOSPITALS CORP","NEW YORK","NY","Other Domestic Non-Profits","100134006","UNITED STATES","N","9/29/2009 12:00:00 AM","9/28/2010 12:00:00 AM","262","Other","2009","10000000"," ","NIOSH"," "," "," ","10000000",
"No NIH Category available"," ","WORLD TRADE CENTER NON-RESPONDER PROGRAM NEW YORK CITY HEALTH AND HOSPITALS CORPO","NIOSH","7680618","9/30/2008 12:00:00 AM","RFA-OH-08-801","1E11OH009630-01","1","E11","OH","009630","01"," ","FLEMING, ROY M","9/29/2008 12:00:00 AM","9/28/2011 12:00:00 AM","ZOH1-GGB(50)2"," ","1871028","REIBMAN, JOAN ","Not Applicable","07","Unavailable","064961261","US","40.70646","-74.005726","5927101","NEW YORK CITY HEALTH & HOSPITALS CORP","NEW YORK","NY","Other Domestic Non-Profits","100134006","UNITED STATES","N","9/29/2008 12:00:00 AM","9/28/2009 12:00:00 AM","262","Other","2008","10000000"," ","NIOSH"," "," "," ","10000000",
"No NIH Category available"," ","Uncontrolled Lower Respiratory Symptoms in the WTC Survivor Program","NIOSH","9212268","2/2/2016 12:00:00 AM","PAR-12-126","3U01OH010404-03S1","3","U01","OH","010404","03","S","KUBALE, TRAVIS","7/1/2013 12:00:00 AM","6/30/2017 12:00:00 AM","ZOH1-NXT(50)"," ","1871028","REIBMAN, JOAN ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2015 12:00:00 AM","6/30/2017 12:00:00 AM","262","Non-SBIR/STTR","2013","587429"," ","NIOSH","330019","257410"," ","587429",
"No NIH Category available"," ","Uncontrolled Lower Respiratory Symptoms in the WTC Survivor Program","NIOSH","8695442","6/25/2014 12:00:00 AM","PAR-12-126","5U01OH010404-02","5","U01","OH","010404","02"," ","KUBALE, TRAVIS","7/1/2013 12:00:00 AM","6/30/2016 12:00:00 AM","ZOH1-NXT(50)"," ","1871028","REIBMAN, JOAN ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2014 12:00:00 AM","6/30/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","894044"," ","NIOSH","564324","329720"," ","894044",
"No NIH Category available"," ","Uncontrolled Lower Respiratory Symptoms in the WTC Survivor Program","NIOSH","8880008","5/28/2015 12:00:00 AM","PAR-12-126","5U01OH010404-03","5","U01","OH","010404","03"," ","KUBALE, TRAVIS","7/1/2013 12:00:00 AM","6/30/2017 12:00:00 AM","ZOH1-NXT(50)"," ","1871028","REIBMAN, JOAN ","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","121911077","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2015 12:00:00 AM","6/30/2017 12:00:00 AM","262","Non-SBIR/STTR","2015","898281"," ","NIOSH","649820","353006"," ","898281",
"No NIH Category available"," ","State-Based Occupational Health and Safety Surveillance in Florida","NIOSH","9733847","5/14/2019 12:00:00 AM","PAR-14-275","5U60OH010900-05","5","U60","OH","010900","05"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","15632413","REID, KESHIA ","Not Applicable","02","Unavailable","364215061","US","30.389652","-84.228928","479701","FLORIDA STATE DEPARTMENT OF HEALTH","TALLAHASSEE","FL","Other Domestic Non-Profits","323997017","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","160000"," ","NIOSH"," "," "," ","160000",
"No NIH Category available"," ","State-Based Occupational Health and Safety Surveillance in Florida","NIOSH","10190727","6/9/2020 12:00:00 AM","PAR-14-275","6U60OH010900-05M001","6","U60","OH","010900","05","M00"," ","7/1/2015 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(52)"," ","15632413","REID, KESHIA ","Not Applicable","02","Unavailable","364215061","US","30.389652","-84.228928","479701","FLORIDA STATE DEPARTMENT OF HEALTH","TALLAHASSEE","FL","Other Domestic Non-Profits","323997017","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2019","37269"," ","NIOSH"," "," "," ","37269",
"No NIH Category available"," ","Occupational  Health & Injury Surveillance in Louisiana","NIOSH","10174591","5/26/2020 12:00:00 AM","PAR-14-275","6U60OH010915-05M001","6","U60","OH","010915","05","M00"," ","7/20/2015 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(52)"," ","15299266","REILLY, ANNA DUNNE","Not Applicable","06","Unavailable","014740455","US","29.983583","-90.168537","10004864","LOUISIANA STATE OFFICE OF PUBLIC HEALTH","BATON ROUGE","LA","Other Domestic Non-Profits","708025342","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2019","150000"," ","NIOSH"," "," "," ","150000",
"No NIH Category available"," ","Occupational  Health & Injury Surveillance in Louisiana","NIOSH","9477363","6/22/2018 12:00:00 AM","PAR-14-275","5U60OH010915-04","5","U60","OH","010915","04"," "," ","7/20/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","15299266","REILLY, ANNA DUNNE","Not Applicable","06","Unavailable","014740455","US","29.983583","-90.168537","10004864","LOUISIANA STATE OFFICE OF PUBLIC HEALTH","BATON ROUGE","LA","Other Domestic Non-Profits","708025342","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","262","Other","2018","150000"," ","NIOSH"," "," "," ","150000",
"No NIH Category available"," ","Occupational  Health & Injury Surveillance in Louisiana ","NIOSH","9283255","4/26/2017 12:00:00 AM","PAR-14-275","5U60OH010915-03","5","U60","OH","010915","03"," ","INSERRA, STEVE","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","15299266","REILLY, ANNA DUNNE","Not Applicable","06","Unavailable","014740455","US","29.983583","-90.168537","10004864","LOUISIANA STATE OFFICE OF PUBLIC HEALTH","BATON ROUGE","LA","Other Domestic Non-Profits","708025342","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Other","2017","150000"," ","NIOSH","122951","27049"," ","150000",
"No NIH Category available"," ","Occupational  Health & Injury Surveillance in Louisiana","NIOSH","9733831","5/10/2019 12:00:00 AM","PAR-14-275","5U60OH010915-05","5","U60","OH","010915","05"," "," ","7/20/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(52)"," ","15299266","REILLY, ANNA DUNNE","Not Applicable","06","Unavailable","014740455","US","29.983583","-90.168537","10004864","LOUISIANA STATE OFFICE OF PUBLIC HEALTH","BATON ROUGE","LA","Other Domestic Non-Profits","708025342","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","150000"," ","NIOSH"," "," "," ","150000",
"No NIH Category available"," ","Impact of Health Department Worker Safety Training on Health Impacts after Sandy","NIOSH","8925416","9/10/2014 12:00:00 AM","RFA-OH-13-002","3U01OH010625-01S1","3","U01","OH","010625","01","S","INSERRA, STEVE","9/30/2013 12:00:00 AM","9/29/2015 12:00:00 AM","ZOH1-JFK(51)"," ","11343164","REILLY, MICHAEL J","Not Applicable","17","Unavailable","041907486","US","41.086078","-73.784459","5948901","NEW YORK MEDICAL COLLEGE","VALHALLA","NY","Domestic Higher Education","105951524","UNITED STATES","N","9/30/2013 12:00:00 AM","9/29/2015 12:00:00 AM","095","Non-SBIR/STTR","2014","3082"," ","NIOSH","3082"," "," ","3082",
"No NIH Category available"," ","Impact of Health Department Worker Safety Training on Health Impacts after Sandy","NIOSH","8691843","9/25/2013 12:00:00 AM","RFA-OH-13-002","1U01OH010625-01","1","U01","OH","010625","01"," ","INSERRA, STEVE","9/30/2013 12:00:00 AM","9/29/2015 12:00:00 AM","ZOH1-JFK(51)"," ","11343164","REILLY, MICHAEL J","Not Applicable","17","Unavailable","041907486","US","41.086078","-73.784459","5948901","NEW YORK MEDICAL COLLEGE","VALHALLA","NY","Domestic Higher Education","105951524","UNITED STATES","N","9/30/2013 12:00:00 AM","9/29/2015 12:00:00 AM","095","Non-SBIR/STTR","2013","561054"," ","NIOSH","478352","82702"," ","561054",
"No NIH Category available"," ","A Pooled Longitudinal Analysis of Workplace Carpal Tunnel Syndrome","NIOSH","7982833","8/24/2010 12:00:00 AM","PA-07-318","1R01OH009712-01A1","1","R01","OH","009712","01","A","FREDERICK, LINDA J","9/1/2010 12:00:00 AM","8/31/2013 12:00:00 AM","ZOH1-EEO(52)2"," ","1862557","REMPEL, DAVID M","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941430962","UNITED STATES","N","9/1/2010 12:00:00 AM","8/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","616768"," ","NIOSH"," "," "," ","616768",
"No NIH Category available"," ","Effect of tool design on hand pain in dental practiioners","NIOSH","7885481","6/15/2010 12:00:00 AM","PA-07-318","5R01OH008892-03","5","R01","OH","008892","03"," ","FREDERICK, LINDA J","8/1/2008 12:00:00 AM","7/31/2012 12:00:00 AM","ZOH1-GGB(02)M"," ","1862557","REMPEL, DAVID M","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941430962","UNITED STATES","N","8/1/2010 12:00:00 AM","7/31/2012 12:00:00 AM","262","Non-SBIR/STTR","2010","220500"," ","NIOSH"," "," "," ","220500",
